name, sales ,date
Danette Dolce," 1,418,214 ",12/10/2020
Gregorio Carwile," 794,865 ",12/10/2020
Belen Ruggiero," 493,183 ",12/10/2020
Mariette Huson," 845,231 ",12/10/2020
Lanelle Haygood," 149,362 ",12/10/2020
Hyacinth Guiney," 288,006 ",12/10/2020
Emerita Fralick," 961,300 ",12/10/2020
Roxanne Linzey," 564,092 ",12/10/2020
Marisela Illingworth," 296,693 ",12/10/2020
Collin Millsap," 560,273 ",12/10/2020
Yukiko Post," 1,049,575 ",12/10/2020
Lakeesha Ruis," 2,572 ",12/10/2020
Vincenzo Cobos," 628,381 ",12/10/2020
Kit Nogle," 1,491,173 ",12/10/2020
Glady Sugarman," 157,598 ",12/10/2020
Christen Mcchesney," 513,721 ",12/10/2020
Oren Blye," 646,765 ",12/10/2020
Dortha Kuntz," 1,286,136 ",12/10/2020
Angela Strawbridge," 1,054,000 ",12/10/2020
Pinkie Bufford," 831,064 ",12/10/2020
Pok Hesson," 252,999 ",12/10/2020
Johanna Hilbert," 147,904 ",12/10/2020
Buster Keppler," 1,466,886 ",12/10/2020
Clorinda Cayetano," 1,296,885 ",12/10/2020
Yukiko Post," 515,495 ",12/10/2020
Juliann Levi," 489,274 ",12/10/2020
Charlesetta Fall," 249,837 ",12/10/2020
Chastity Immel," 720,440 ",12/10/2020
Eunice Barriere," 1,453,276 ",12/10/2020
Anastacia Groseclose," 1,210,380 ",13/10/2020
Layla Brothers," 1,137,801 ",13/10/2020
Tory Martin," 1,326,551 ",13/10/2020
Madie Nevels," 940,438 ",13/10/2020
Neal Oland," 126,255 ",13/10/2020
Paulene Wunderlich," 1,106,462 ",13/10/2020
Kami Storms," 409,620 ",13/10/2020
Bennie Krom," 238,710 ",13/10/2020
Bryon Smail," 1,309,019 ",13/10/2020
Joey Doris," 1,190,310 ",13/10/2020
Dorla Harbert," 301,977 ",13/10/2020
Benedict Blumberg," 742,005 ",13/10/2020
Nickie Shott," 132,340 ",13/10/2020
Titus Burling," 1,141,864 ",13/10/2020
Anderson Mcray," 1,245,407 ",13/10/2020
Rodger Steere," 1,356,235 ",13/10/2020
Ayako Frick," 685,884 ",13/10/2020
Bonita Gunnerson," 783,521 ",13/10/2020
Tonya Gordan," 62,647 ",13/10/2020
Lawana Styers," 1,275,849 ",13/10/2020
Wynona Palmieri," 489,794 ",13/10/2020
Leeanna Link," 462,463 ",13/10/2020
Eladia Board," 867,090 ",13/10/2020
Kiley Stancill," 209,257 ",13/10/2020
Grover Ritchey," 170,571 ",13/10/2020
Ahmad Karlin," 312,099 ",13/10/2020
Lyman Mcgarry," 1,298,469 ",13/10/2020
Stuart Gabor," 668,005 ",13/10/2020
Mindy Hehn," 384,288 ",13/10/2020
Collin Millsap," 681,565 ",13/10/2020
Divina Nix," 1,416,090 ",13/10/2020
Tamara Marcinek," 1,343,618 ",13/10/2020
Patti Boeke," 1,110,223 ",13/10/2020
Nisha Bynoe," 279,997 ",13/10/2020
Dollie Seymour," 188,566 ",13/10/2020
Giuseppe Deville," 1,144,329 ",13/10/2020
Rubi Perro," 1,227,844 ",13/10/2020
Emiko Fredricks," 94,342 ",14/10/2020
Wynona Palmieri," 1,289,278 ",14/10/2020
Charmain Puthoff," 891,899 ",14/10/2020
Shanice Carrera," 261,042 ",14/10/2020
Harriett Dauenhauer," 1,049,669 ",14/10/2020
Janise Tercero," 799,006 ",14/10/2020
Harold Oja," 578,298 ",14/10/2020
Cori Raub," 279,513 ",14/10/2020
Geoffrey Jorstad," 250,635 ",14/10/2020
Colby Vereen," 1,141,555 ",14/10/2020
Palma Strasser," 226,405 ",14/10/2020
Esmeralda Freeborn," 926,558 ",14/10/2020
Tam Pollman," 555,703 ",14/10/2020
Tilda Alarcon," 201,478 ",14/10/2020
Crista Gump," 1,041,114 ",14/10/2020
Lela Anding," 238,704 ",14/10/2020
Zola Gaus," 985,568 ",14/10/2020
Georgine Aigner," 722,028 ",14/10/2020
Yuri Beltran," 422,382 ",14/10/2020
Latisha Swink," 881,759 ",14/10/2020
Neda Parise," 132,746 ",14/10/2020
Ronni Alberson," 750,312 ",14/10/2020
Clorinda Cayetano," 415,664 ",14/10/2020
Joel Faler," 974,854 ",14/10/2020
Betsy Meserve," 998,999 ",14/10/2020
Dede Shiflett," 1,014,377 ",14/10/2020
Lorna Kliebert," 922,711 ",14/10/2020
Nelly Mclain," 808,028 ",14/10/2020
Ana Ericson," 661,709 ",14/10/2020
Crista Gump," 892,640 ",15/10/2020
Jerome Leeman," 589,190 ",15/10/2020
Lisa Klingbeil," 946,926 ",15/10/2020
Aundrea Bakker," 940,780 ",15/10/2020
Jude Bourland," 257,752 ",15/10/2020
Dustin Coyne," 595,406 ",15/10/2020
Enrique Whitmer," 1,123,037 ",15/10/2020
Hugo Nardone," 599,958 ",15/10/2020
Stephani Eisenmann," 1,322,056 ",15/10/2020
Taina Keifer," 1,305,337 ",15/10/2020
Meg Isabell," 1,061,653 ",15/10/2020
Ranee Gulino," 1,385,705 ",15/10/2020
Harold Oja," 1,211,069 ",15/10/2020
Titus Burling," 346,781 ",15/10/2020
Rick Keffer," 357,288 ",15/10/2020
Flor Fairchild," 993,833 ",15/10/2020
Chrystal Cephas," 43,627 ",15/10/2020
Jane Carlton," 18,683 ",15/10/2020
Serita Pederson," 256,740 ",15/10/2020
Lorie Blount," 17,590 ",15/10/2020
Mee Riggleman," 1,490,074 ",15/10/2020
Wilber Simmer," 1,116,243 ",15/10/2020
Eunice Barriere," 939,112 ",15/10/2020
Taina Keifer," 1,011,865 ",15/10/2020
Donny Mailhot," 392,353 ",15/10/2020
Dorene Tarry," 1,288,834 ",15/10/2020
Denisha Ogden," 1,430,190 ",15/10/2020
Ivana Murnane," 1,199,303 ",15/10/2020
Dorcas Oakley," 85,390 ",15/10/2020
Amy Shockley," 1,476,109 ",15/10/2020
Ana Ericson," 782,084 ",15/10/2020
Mindy Hehn," 59,873 ",16/10/2020
Lyman Ravenscroft," 722,037 ",16/10/2020
Breanne Prentiss," 222,236 ",16/10/2020
Ilona Langlois," 1,207,622 ",16/10/2020
Nelly Mclain," 1,357,221 ",16/10/2020
Hildegarde Rench," 336,228 ",16/10/2020
Vincenzo Cobos," 28,877 ",16/10/2020
Ashton Lacombe," 535,604 ",16/10/2020
Noemi Mcabee," 623,392 ",16/10/2020
Kenia Lozoya," 37,074 ",16/10/2020
Alene Swiger," 1,402,861 ",16/10/2020
Grover Ritchey," 117,750 ",16/10/2020
Woodrow Colin," 1,284,332 ",16/10/2020
Lilia Despres," 784,852 ",16/10/2020
Curt Lant," 193,724 ",16/10/2020
Ruthe Cockrum," 1,273,556 ",16/10/2020
Divina Nix," 723,879 ",16/10/2020
Nguyet Vaz," 1,036,125 ",16/10/2020
Eugena Trojanowski," 1,115,659 ",16/10/2020
Veronica Hertzler," 472,529 ",16/10/2020
Luvenia Alday," 1,421,327 ",16/10/2020
Ashton Lacombe," 1,213,877 ",16/10/2020
Miles Rogowski," 319,192 ",16/10/2020
Alene Swiger," 322,022 ",16/10/2020
Sherrell Blann," 787,879 ",16/10/2020
Erma Gerken," 1,057,650 ",16/10/2020
Lucrecia Sutera," 422,020 ",16/10/2020
Glayds Brunt," 500,621 ",16/10/2020
Elvie Plumber," 448,574 ",16/10/2020
Ardath Albro," 1,121,377 ",16/10/2020
Margarita Corcoran," 197,141 ",16/10/2020
Rodger Steere," 9,756 ",16/10/2020
Elissa Sitsler," 287,291 ",16/10/2020
Clayton Tancredi," 1,093,550 ",17/10/2020
Sha Middlebrooks," 506,770 ",17/10/2020
Earnest Carson," 531,249 ",17/10/2020
Wendolyn Fessenden," 1,142,898 ",17/10/2020
Susanna Brandes," 1,348,967 ",17/10/2020
Faustina Quesenberry," 930,148 ",17/10/2020
Woodrow Colin," 1,103,408 ",17/10/2020
Marisela Illingworth," 480,236 ",17/10/2020
Farah Munsterman," 900,716 ",17/10/2020
Nannie Dyment," 223,655 ",17/10/2020
Brianna Navas," 1,451,893 ",17/10/2020
Zenaida Israel," 816,382 ",17/10/2020
Jacob Pitcock," 443,894 ",17/10/2020
Miyoko Pilot," 1,162,781 ",17/10/2020
Dorian Fenstermacher," 665,363 ",17/10/2020
Yasmine Costello," 553,948 ",17/10/2020
Parker Gebhart," 944,278 ",17/10/2020
Wynona Palmieri," 1,298,964 ",17/10/2020
Lanelle Haygood," 657,837 ",17/10/2020
Shanta Ramerez," 178,684 ",17/10/2020
Clayton Chapel," 1,275,738 ",17/10/2020
Samella Dively," 385,120 ",17/10/2020
Elvie Plumber," 1,304,122 ",17/10/2020
Ivana Murnane," 719,442 ",17/10/2020
Teresita Prouty," 423,648 ",17/10/2020
Virgie Gibb," 314,995 ",17/10/2020
Joel Faler," 1,313,030 ",17/10/2020
Agripina Matteo," 1,490,883 ",17/10/2020
Hosea Cybart," 579,675 ",17/10/2020
Wynona Palmieri," 75,963 ",17/10/2020
Roger Schisler," 910,900 ",17/10/2020
Marilyn Storrs," 261,922 ",18/10/2020
Alejandrina Mandelbaum," 1,156,806 ",18/10/2020
Clarice Barrentine," 753,881 ",18/10/2020
Parker Gebhart," 340,408 ",18/10/2020
Roger Schisler," 512,039 ",18/10/2020
Bethann Coonrod," 240,822 ",18/10/2020
Delphine Teague," 387,306 ",18/10/2020
Ernesto Cullison," 1,284,678 ",18/10/2020
Rosetta Lorenzen," 465,082 ",18/10/2020
Gregorio Carwile," 167,835 ",18/10/2020
Karena Paiva," 146,608 ",18/10/2020
Lakeesha Ruis," 1,456,141 ",18/10/2020
Shawnna Whitley," 219,436 ",18/10/2020
Denisha Ogden," 529,441 ",18/10/2020
Katherine Lafontant," 552,892 ",18/10/2020
Jung Irion," 700,545 ",18/10/2020
Del Najar," 233,447 ",18/10/2020
Vallie Bakke," 974,097 ",18/10/2020
Roxie Broady," 630,481 ",18/10/2020
Lupita Brittan," 7,422 ",18/10/2020
Ginger Riordan," 1,390,480 ",18/10/2020
Josefina Schranz," 768,351 ",18/10/2020
Belva Antos," 625,430 ",18/10/2020
Alison Cordell," 1,332,208 ",18/10/2020
Emerita Fralick," 8,606 ",18/10/2020
Kami Storms," 791,425 ",18/10/2020
Josefina Schranz," 208,153 ",18/10/2020
Lanelle Haygood," 1,152,734 ",18/10/2020
Clayton Chapel," 10,097 ",19/10/2020
Sha Middlebrooks," 1,050,747 ",19/10/2020
Patti Boeke," 427,090 ",19/10/2020
Ilona Langlois," 822,418 ",19/10/2020
Paulette Yerby," 1,229,846 ",19/10/2020
Geoffrey Jorstad," 323,825 ",19/10/2020
Tamara Marcinek," 914,212 ",19/10/2020
Gita Westberg," 690,707 ",19/10/2020
Golden Wallen," 345,641 ",19/10/2020
Faustina Quesenberry," 518,928 ",19/10/2020
Flor Fairchild," 1,277,509 ",19/10/2020
Cyrstal Dempsey," 407,175 ",19/10/2020
Shanice Carrera," 159,649 ",19/10/2020
Ariel Maley," 277,260 ",19/10/2020
Monique Valtierra," 1,055,705 ",19/10/2020
Dortha Kearns," 439,967 ",19/10/2020
Darnell Rich," 66,062 ",19/10/2020
Ruthe Cockrum," 939,872 ",19/10/2020
Calandra Brickner," 1,060,717 ",19/10/2020
Roxanne Linzey," 1,433,490 ",19/10/2020
Joanie Huckins," 1,091,194 ",19/10/2020
Cherri Hayden," 1,385,388 ",19/10/2020
Stephani Eisenmann," 1,284,380 ",19/10/2020
Ruthie Poe," 1,320,278 ",19/10/2020
Vincenzo Cobos," 95,097 ",19/10/2020
Celeste Pricer," 165,575 ",19/10/2020
Palma Strasser," 1,255,152 ",19/10/2020
Ariel Maley," 806,765 ",19/10/2020
Vincenzo Cobos," 1,349,436 ",19/10/2020
Virgie Gibb," 643,919 ",19/10/2020
Ria Lightbody," 602,118 ",19/10/2020
Lakeesha Ruis," 886,239 ",19/10/2020
Valentine Switzer," 854,754 ",19/10/2020
Millicent Beamon," 681,812 ",19/10/2020
Frankie Argento," 1,445,365 ",19/10/2020
Adeline Mey," 120,869 ",20/10/2020
Roy Dejong," 429,353 ",20/10/2020
Denisha Ogden," 1,159,354 ",20/10/2020
Zoraida Gertner," 1,371,854 ",20/10/2020
Luise Eccles," 921,042 ",20/10/2020
Clayton Chapel," 586,833 ",20/10/2020
Oren Blye," 1,015,645 ",20/10/2020
Paige Bain," 1,140,061 ",20/10/2020
Wendolyn Fessenden," 723,117 ",20/10/2020
Lela Anding," 42,851 ",20/10/2020
Lela Anding," 1,264,512 ",20/10/2020
Ervin Scalia," 56,670 ",20/10/2020
Yuonne Espada," 234,390 ",20/10/2020
Leann Bowen," 929,619 ",20/10/2020
Rosette Hackler," 1,075,958 ",20/10/2020
Rima Glaspie," 374,585 ",20/10/2020
Erma Gerken," 1,348,427 ",20/10/2020
Calandra Brickner," 421,804 ",20/10/2020
Dede Shiflett," 1,403,571 ",20/10/2020
Chase Coolidge," 854,329 ",20/10/2020
Roxanne Linzey," 972,817 ",20/10/2020
Clayton Chapel," 51,350 ",20/10/2020
Taina Keifer," 1,271,616 ",20/10/2020
Suzi Gao," 466,439 ",20/10/2020
Marisela Illingworth," 815,071 ",20/10/2020
Benedict Blumberg," 812,162 ",20/10/2020
Julio Zemlicka," 194,932 ",20/10/2020
Lavette Duggan," 949,905 ",20/10/2020
Julienne Riesgo," 884,709 ",20/10/2020
Emerita Fralick," 573,835 ",20/10/2020
Margarita Corcoran," 1,051,810 ",20/10/2020
Izola Adams," 885,724 ",20/10/2020
Suzi Gao," 1,282,779 ",20/10/2020
Marica Chavous," 379,259 ",21/10/2020
Susannah Watkin," 513,014 ",21/10/2020
Joelle Feldman," 571,381 ",21/10/2020
Geri Guan," 292,969 ",21/10/2020
Giuseppe Deville," 151,203 ",21/10/2020
Clarice Barrentine," 939,692 ",21/10/2020
Joel Faler," 1,187,832 ",21/10/2020
Rosette Hackler," 191,050 ",21/10/2020
Herta Weidner," 1,090,635 ",21/10/2020
Dudley Naab," 1,253,751 ",21/10/2020
Rosette Hackler," 721,681 ",21/10/2020
Enda Mascorro," 1,047,282 ",21/10/2020
Mariette Huson," 1,265,345 ",21/10/2020
Mabelle Lafleur," 219,002 ",21/10/2020
Benedict Blumberg," 22,965 ",21/10/2020
Louis Machnik," 379,499 ",21/10/2020
Keitha Singleterry," 148,548 ",21/10/2020
Danette Dolce," 1,187,585 ",21/10/2020
Venetta Schurman," 1,103,004 ",21/10/2020
Natalie Karlin," 878,380 ",21/10/2020
Ervin Scalia," 1,166,055 ",21/10/2020
Tanja Inks," 1,007,105 ",21/10/2020
Sherrell Blann," 1,003,811 ",21/10/2020
Joelle Feldman," 212,969 ",21/10/2020
Enrique Whitmer," 1,172,362 ",21/10/2020
Les Mcclellan," 161,350 ",21/10/2020
Lanette Buckingham," 388,123 ",22/10/2020
Giuseppe Deville," 227,211 ",22/10/2020
Les Mcclellan," 1,160,818 ",22/10/2020
Corinne Wingerter," 715,999 ",22/10/2020
Leanne Rowles," 351,449 ",22/10/2020
Leandra Tank," 1,263,429 ",22/10/2020
Denisha Ogden," 472,553 ",22/10/2020
Keesha Salamone," 819,207 ",22/10/2020
Stanley Margolin," 151,579 ",22/10/2020
Tressie Morphis," 195,593 ",22/10/2020
Martha Stiverson," 1,410,619 ",22/10/2020
Latisha Swink," 857,217 ",22/10/2020
Elissa Sitsler," 812,755 ",22/10/2020
Vincenzo Cobos," 558,967 ",22/10/2020
Grace Febus," 598,403 ",22/10/2020
Louis Machnik," 918,735 ",22/10/2020
Earnest Carson," 988,817 ",22/10/2020
Bryon Smail," 22,405 ",22/10/2020
Eunice Barriere," 712,053 ",22/10/2020
Melaine Steverson," 1,422,670 ",22/10/2020
Yuonne Espada," 1,034,686 ",22/10/2020
Marhta Wynne," 1,056,627 ",22/10/2020
Zachary Novello," 577,695 ",22/10/2020
Evelyn Bonneau," 95,573 ",22/10/2020
Audria Irizarry," 185,451 ",22/10/2020
Dewey Zalewski," 378,720 ",22/10/2020
Hugo Nardone," 692,547 ",22/10/2020
Serita Pederson," 918,071 ",22/10/2020
Farah Munsterman," 367,045 ",22/10/2020
Shanice Carrera," 615,137 ",22/10/2020
Enrique Whitmer," 630,835 ",22/10/2020
Inga Bove," 422,914 ",22/10/2020
Amy Shockley," 1,246,113 ",22/10/2020
Shaunta Mynatt," 770,396 ",23/10/2020
Kit Nogle," 869,374 ",23/10/2020
Meg Isabell," 57,271 ",23/10/2020
Ima Gaudreau," 1,345,967 ",23/10/2020
Esmeralda Freeborn," 792,228 ",23/10/2020
Linnea Molton," 1,214,834 ",23/10/2020
Illa Jaffee," 689,040 ",23/10/2020
Thomasina Betances," 276,080 ",23/10/2020
Crista Gump," 195,056 ",23/10/2020
Dorla Greenburg," 849,325 ",23/10/2020
Ria Lightbody," 1,109,698 ",23/10/2020
Brandi Organ," 1,086,805 ",23/10/2020
Rufina Fawcett," 772,746 ",23/10/2020
Lashawna Granata," 1,059,060 ",23/10/2020
Leann Bowen," 77,028 ",23/10/2020
Alisia Hogue," 264,646 ",23/10/2020
Margarita Corcoran," 1,225,965 ",23/10/2020
Tabetha Cressey," 840,114 ",23/10/2020
Sean Heckman," 1,040,316 ",23/10/2020
Miles Rogowski," 1,304,492 ",23/10/2020
Lela Anding," 246,227 ",23/10/2020
Tory Martin," 423,070 ",23/10/2020
Charlesetta Fall," 281,112 ",23/10/2020
Lulu Mannino," 36,132 ",23/10/2020
Celestina Dartez," 25,095 ",23/10/2020
Chastity Immel," 744,157 ",23/10/2020
Gilberto Spicer," 357,121 ",23/10/2020
Veronica Hertzler," 712,183 ",23/10/2020
Julienne Riesgo," 808,227 ",23/10/2020
Kiley Stancill," 821,516 ",23/10/2020
Yoshie Kies," 1,072,898 ",23/10/2020
Tonya Gordan," 454,430 ",23/10/2020
Tonya Gordan," 620,053 ",23/10/2020
Chrystal Cephas," 1,321,249 ",23/10/2020
Rochelle Patnode," 1,174,807 ",23/10/2020
Hugo Nardone," 750,137 ",23/10/2020
Naida Ostby," 728,189 ",23/10/2020
Stanley Margolin," 1,246,359 ",23/10/2020
Emelia Anders," 978,577 ",23/10/2020
Ervin Scalia," 91,091 ",23/10/2020
Taina Keifer," 422,054 ",23/10/2020
Lorie Blount," 240,623 ",23/10/2020
Titus Burling," 874,950 ",24/10/2020
Brandi Organ," 1,393,404 ",24/10/2020
Angela Strawbridge," 1,133,684 ",24/10/2020
Belva Antos," 1,239,720 ",24/10/2020
Larraine Gobeil," 1,245,175 ",24/10/2020
Samella Dively," 1,463,987 ",24/10/2020
Dale Dysart," 708,206 ",24/10/2020
Kendal Westerfield," 822,617 ",24/10/2020
Keesha Salamone," 1,469,855 ",24/10/2020
Rubi Perro," 755,659 ",24/10/2020
Lilia Despres," 1,298,785 ",24/10/2020
Dewey Zalewski," 142,813 ",24/10/2020
Katherine Lafontant," 577,859 ",24/10/2020
Bebe Gama," 907,163 ",24/10/2020
Georgianna Calloway," 101,532 ",24/10/2020
Latina Terry," 500,790 ",24/10/2020
Cori Raub," 1,466,108 ",24/10/2020
Zoraida Gertner," 94,984 ",24/10/2020
Melody Bouffard," 305,447 ",24/10/2020
Zandra Feather," 1,421,685 ",24/10/2020
Chet Pitts," 366,450 ",24/10/2020
Morgan Caylor," 993,015 ",24/10/2020
Joey Doris," 763,411 ",24/10/2020
Sharika Schuler," 1,056,017 ",24/10/2020
Carmine Hamburg," 508,981 ",24/10/2020
Rick Keffer," 1,237,118 ",24/10/2020
Lakita Hakes," 1,308,813 ",24/10/2020
Rochelle Patnode," 938,337 ",24/10/2020
Kami Storms," 563,458 ",25/10/2020
Frankie Argento," 884,737 ",25/10/2020
Mindy Hehn," 1,151,482 ",25/10/2020
Marisela Illingworth," 1,280,049 ",25/10/2020
Lelia Secord," 1,298,123 ",25/10/2020
Lucrecia Sutera," 931,528 ",25/10/2020
Rocco Prichard," 396,141 ",25/10/2020
Jung Alva," 1,090,523 ",25/10/2020
Odessa Meaney," 1,168,908 ",25/10/2020
Lorie Blount," 1,451,466 ",25/10/2020
Miyoko Pilot," 17,744 ",25/10/2020
Shella Bassler," 118,874 ",25/10/2020
Roxie Broady," 993,861 ",25/10/2020
Angelic Flury," 1,396,189 ",25/10/2020
Yoshie Kies," 972,307 ",25/10/2020
Esmeralda Freeborn," 384,759 ",25/10/2020
Inga Bove," 1,395,313 ",25/10/2020
Celia Banning," 656,336 ",25/10/2020
Angela Strawbridge," 220,991 ",25/10/2020
Ana Ericson," 525,805 ",25/10/2020
Renaldo Hiett," 173,362 ",25/10/2020
Alexa Seitz," 1,267,538 ",25/10/2020
Linnea Molton," 1,346,726 ",25/10/2020
Inga Bove," 1,224,038 ",25/10/2020
Rossana Hellums," 626,206 ",25/10/2020
Colby Vereen," 665,180 ",25/10/2020
Davida Barsky," 673,269 ",25/10/2020
Jacquie Emrich," 49,674 ",25/10/2020
Shantelle Mcgrane," 845,980 ",25/10/2020
Shira Lemelin," 120,859 ",25/10/2020
Kallie Penrod," 445,255 ",25/10/2020
Marica Chavous," 1,387,257 ",25/10/2020
Breanne Prentiss," 1,251,043 ",25/10/2020
Zandra Feather," 133,604 ",26/10/2020
Marcella Barber," 1,320,211 ",26/10/2020
Geoffrey Jorstad," 1,015,113 ",26/10/2020
Ivana Murnane," 671,704 ",26/10/2020
Clayton Chapel," 1,335,632 ",26/10/2020
Ardis Wille," 522,826 ",26/10/2020
Suzi Gao," 1,354,829 ",26/10/2020
Joel Faler," 418,314 ",26/10/2020
Emiko Fredricks," 700,807 ",26/10/2020
Joey Doris," 432,107 ",26/10/2020
Dorian Fenstermacher," 524,090 ",26/10/2020
Dollie Seymour," 1,456,456 ",26/10/2020
Joey Guerra," 597,164 ",26/10/2020
Woodrow Colin," 666,924 ",26/10/2020
Warner Chiarello," 1,282,321 ",26/10/2020
Tora Theodore," 563,612 ",26/10/2020
Kiersten Mannion," 2,443 ",26/10/2020
Audria Irizarry," 445,054 ",26/10/2020
Rima Glaspie," 1,223,380 ",26/10/2020
Tomika Hedberg," 1,405,966 ",26/10/2020
Michell Corrigan," 702,954 ",26/10/2020
Tomika Hedberg," 218,169 ",26/10/2020
Ahmad Karlin," 214,175 ",26/10/2020
Eunice Barriere," 1,167,738 ",26/10/2020
Gita Westberg," 228,045 ",26/10/2020
Elijah Reuss," 55,420 ",26/10/2020
Sharee Penfield," 7,373 ",26/10/2020
Yoshie Kies," 809,830 ",26/10/2020
Josiah Motta," 1,216,178 ",26/10/2020
Juliann Levi," 1,022,252 ",26/10/2020
Lorie Blount," 782,238 ",26/10/2020
Leticia Michelsen," 1,086,338 ",27/10/2020
Janise Tercero," 733,699 ",27/10/2020
Ginger Riordan," 1,098,721 ",27/10/2020
Emelia Anders," 927,094 ",27/10/2020
Terina Lopinto," 201,950 ",27/10/2020
Liane Hankinson," 1,124,444 ",27/10/2020
Aline Wirth," 326,958 ",27/10/2020
Neda Parise," 1,412,822 ",27/10/2020
Lupita Brittan," 1,223,594 ",27/10/2020
Leandra Tank," 1,215,566 ",27/10/2020
Karlene Tuff," 849,780 ",27/10/2020
Anderson Ojeda," 1,097,928 ",27/10/2020
Julienne Riesgo," 489,738 ",27/10/2020
Rocky Larocque," 437,776 ",27/10/2020
Gilberto Spicer," 824,367 ",27/10/2020
Enrique Whitmer," 1,044,429 ",27/10/2020
Denisha Ogden," 970,020 ",27/10/2020
Harold Oja," 593,257 ",27/10/2020
Sachiko Sommerville," 485,141 ",27/10/2020
Enda Mascorro," 84,276 ",27/10/2020
Farah Munsterman," 543,662 ",27/10/2020
Dorcas Oakley," 1,488,647 ",27/10/2020
Jaqueline Almquist," 1,135,211 ",27/10/2020
Jung Irion," 1,001,977 ",27/10/2020
Lulu Mannino," 1,183,111 ",27/10/2020
Emelia Anders," 1,263,342 ",27/10/2020
Tomeka Matsuda," 1,370,493 ",27/10/2020
Roy Dejong," 1,046,241 ",27/10/2020
Romelia Stegner," 480,274 ",28/10/2020
Lady Kron," 1,312,696 ",28/10/2020
Morgan Caylor," 801,127 ",28/10/2020
Glady Sugarman," 223,904 ",28/10/2020
Chrystal Cephas," 1,308,322 ",28/10/2020
Emiko Fredricks," 283,353 ",28/10/2020
Lillian Mumford," 473,509 ",28/10/2020
Shanta Ramerez," 331,936 ",28/10/2020
Maddie Fleener," 1,394,538 ",28/10/2020
Davida Barsky," 975,008 ",28/10/2020
Carmine Hamburg," 1,378,887 ",28/10/2020
Cherri Hayden," 152,980 ",28/10/2020
Wynona Palmieri," 824,601 ",28/10/2020
Dorcas Oakley," 933,635 ",28/10/2020
Paulina Kaufmann," 49,353 ",28/10/2020
Alayna Eisenbarth," 507,377 ",28/10/2020
Roger Schisler," 634,559 ",28/10/2020
Latisha Swink," 1,180,024 ",29/10/2020
Buster Keppler," 798,681 ",29/10/2020
Zoraida Gertner," 221,757 ",29/10/2020
Ariel Maley," 558,720 ",29/10/2020
Harold Oja," 392,431 ",29/10/2020
Fabian Gamez," 397,055 ",29/10/2020
Ivonne Yeoman," 1,308,801 ",29/10/2020
Aundrea Bakker," 456,135 ",29/10/2020
Virgie Gibb," 501,272 ",29/10/2020
Krystal Molinari," 549,106 ",29/10/2020
Rikki Iverson," 297,959 ",29/10/2020
Yasmine Costello," 553,361 ",29/10/2020
Aundrea Bakker," 565,195 ",29/10/2020
Julie Giesen," 106,713 ",29/10/2020
Marilyn Eiler," 122,908 ",29/10/2020
Zandra Feather," 243,346 ",29/10/2020
Patty Minardi," 655,815 ",29/10/2020
Illa Jaffee," 817,042 ",29/10/2020
Dewey Zalewski," 1,238,650 ",29/10/2020
Cindi Gibbon," 964,668 ",29/10/2020
Dewitt Kennerson," 143,900 ",29/10/2020
Monique Valtierra," 588,308 ",29/10/2020
Anderson Ojeda," 1,365,088 ",29/10/2020
Rufina Fawcett," 704,422 ",29/10/2020
Odessa Franz," 220,042 ",29/10/2020
Adrianna Sweetland," 1,133,923 ",29/10/2020
Monique Valtierra," 585,814 ",30/10/2020
Aaron Killingsworth," 1,064,001 ",30/10/2020
Grover Ritchey," 1,235,350 ",30/10/2020
Sharee Penfield," 309,403 ",30/10/2020
Dorene Tarry," 1,490,373 ",30/10/2020
Ayako Frick," 1,256,499 ",30/10/2020
Tamara Marcinek," 1,216,455 ",30/10/2020
Deangelo Ricci," 1,041,503 ",30/10/2020
Leeanna Link," 1,404,371 ",30/10/2020
Zoraida Gertner," 974,335 ",30/10/2020
Opal Recker," 1,095,018 ",30/10/2020
Maddie Fleener," 1,424,850 ",30/10/2020
Meg Isabell," 971,872 ",30/10/2020
Rodger Steere," 650,496 ",30/10/2020
Charisse Orman," 798,187 ",30/10/2020
Glady Sugarman," 552,656 ",30/10/2020
Sue Raffa," 478,573 ",30/10/2020
Shae Buggs," 1,306,460 ",30/10/2020
Latisha Swink," 1,412,066 ",30/10/2020
Del Najar," 302,176 ",30/10/2020
Stuart Gabor," 1,083,308 ",30/10/2020
Collin Millsap," 703,042 ",30/10/2020
Lashawna Granata," 1,375,692 ",30/10/2020
Alison Cordell," 95,228 ",30/10/2020
Alison Cordell," 1,357,346 ",30/10/2020
Lanell Rodgers," 817,572 ",30/10/2020
Genoveva Even," 324,813 ",30/10/2020
Crissy Windsor," 648,570 ",30/10/2020
Millicent Beamon," 1,010,552 ",30/10/2020
Rodger Steere," 1,102,725 ",30/10/2020
Julie Giesen," 68,167 ",30/10/2020
Frankie Argento," 424,941 ",30/10/2020
Joey Doris," 292,992 ",1/11/2020
Kami Storms," 429,958 ",1/11/2020
Kenia Lozoya," 52,381 ",1/11/2020
Zoraida Gertner," 1,201,484 ",1/11/2020
Lorie Blount," 1,065,880 ",1/11/2020
Layla Brothers," 1,197,117 ",1/11/2020
Antony Fett," 774,822 ",1/11/2020
Leann Bowen," 1,406,833 ",1/11/2020
Wendell Ginsburg," 740,403 ",1/11/2020
